Unnamed: 0,Best,Brussel,Luxumburg,Month
Part 392,3,8,9,10
Part 393,2,9,10,10
Part 394,6,2,10,10
Part 395,2,6,4,10
Part 396,7,4,9,10
Part 397,9,4,8,10
Part 398,6,9,2,10
Part 399,3,9,10,10
Part 400,3,1,2,10
Part 401,2,8,2,10
Part 402,8,2,8,10
Part 403,10,8,6,10
Part 404,4,10,9,10
Part 405,1,8,3,10
Part 406,8,8,9,10
Part 407,10,10,6,10
Part 408,7,6,9,10
Part 409,10,5,3,10
Part 410,4,6,6,10
Part 411,8,10,4,10
Part 412,7,6,9,10
Part 413,2,9,3,10
Part 414,7,1,4,10
Part 415,4,4,5,10
Part 416,2,6,8,10
Part 417,3,3,4,10
Part 418,5,4,9,10
Part 419,10,6,6,10
Part 420,8,2,4,10
Part 421,8,3,10,10
Part 422,1,2,5,10
Part 423,3,3,2,10
Part 424,3,9,2,10
Part 425,1,5,2,10
Part 426,4,5,6,10
Part 427,9,2,10,10
Part 428,7,4,7,10
Part 429,2,8,9,10
Part 430,2,8,1,10
Part 431,4,3,6,10
Part 432,6,8,5,10
Part 433,8,7,4,10
Part 434,4,10,9,10
Part 435,8,10,5,10
Part 436,1,3,4,10
Part 437,8,8,4,10
Part 438,4,5,5,10
Part 439,2,1,7,10
Part 440,6,3,2,10
Part 441,6,7,5,10
Part 442,3,3,10,10
Part 443,2,5,9,10
Part 444,7,10,8,10
Part 445,9,10,4,10
Part 446,7,1,10,10
Part 447,5,9,1,10
Part 448,7,1,5,10
Part 449,7,6,2,10
Part 450,4,1,3,10
Part 451,10,1,7,10
Part 452,6,9,3,10
Part 453,4,8,5,10
Part 454,10,8,6,10
Part 455,9,2,10,10
Part 456,9,2,6,10
Part 457,9,5,8,10
Part 458,8,2,6,10
Part 459,10,5,5,10
Part 460,10,3,1,10
Part 461,3,6,6,10
Part 462,9,2,8,10
Part 463,6,7,2,10
Part 464,3,3,7,10
Part 465,6,3,2,10
Part 466,7,4,8,10
Part 467,1,9,9,10
Part 468,3,7,2,10
Part 469,2,2,8,10
Part 470,3,2,7,10
Part 471,1,10,4,10
Part 472,6,10,7,10
Part 473,5,1,1,10
Part 474,1,7,2,10
Part 475,7,4,6,10
Part 476,10,5,4,10
Part 477,7,1,4,10
Part 478,3,6,1,10
Part 479,9,9,3,10
Part 480,4,1,9,10
Part 481,10,8,5,10
Part 482,9,7,9,10
Part 483,2,4,10,10
Part 484,6,10,5,10
Part 485,4,10,7,10
Part 486,9,5,5,10
Part 487,2,5,3,10
Part 488,2,7,5,10
Part 489,9,3,3,10
Part 490,7,2,9,10
Part 491,10,10,10,10
Part 492,9,9,1,10
Part 493,4,10,4,10
Part 494,2,1,2,10
Part 495,10,4,3,10
Part 496,5,6,6,10
Part 497,4,3,4,10
Part 498,4,10,1,10
Part 499,7,5,10,10
Part 500,8,3,9,10
Part 501,10,1,5,10
Part 502,4,4,7,10
Part 503,2,4,1,10
Part 504,8,9,1,10
Part 505,1,6,10,10
Part 506,5,6,6,10
Part 507,4,5,9,10
Part 508,9,6,9,10
Part 509,5,2,5,10
Part 510,7,2,8,10
Part 511,5,4,8,10
Part 512,7,10,10,10
Part 513,8,1,7,10
Part 514,5,3,9,10
Part 515,10,7,5,10
Part 516,4,2,4,10
Part 517,9,8,7,10
Part 518,4,7,3,10
Part 519,9,1,2,10
Part 520,8,8,8,10
Part 521,1,10,4,10
Part 522,7,2,3,10
Part 523,5,9,5,10
Part 524,1,4,1,10
Part 525,6,9,10,10
Part 526,6,10,2,10
Part 527,6,5,5,10
Part 528,9,8,7,10
Part 529,5,9,4,10
Part 530,8,8,2,10
Part 531,5,5,6,10
Part 532,5,2,5,10
Part 533,3,3,3,10
Part 534,2,10,5,10
Part 535,1,5,10,10
Part 536,3,5,3,10
Part 537,7,10,4,10
Part 538,6,9,10,10
Part 539,8,10,2,10
Part 540,4,3,9,10
Part 541,3,7,1,10
Part 542,3,8,7,10
Part 543,9,4,3,10
Part 544,8,10,10,10
Part 545,4,5,10,10
Part 546,8,1,9,10
Part 547,10,2,10,10
Part 548,4,8,3,10
Part 549,10,5,5,10
Part 550,5,3,3,10
Part 551,7,7,3,10
Part 552,5,7,10,10
Part 553,7,4,8,10
Part 554,10,7,7,10
Part 555,4,9,2,10
Part 556,1,9,1,10
Part 557,3,7,8,10
Part 558,5,3,7,10
Part 559,9,8,4,10
Part 560,2,8,10,10
Part 561,1,5,6,10
Part 562,10,3,4,10
Part 563,1,9,2,10
Part 564,7,9,8,10
Part 565,1,8,9,10
Part 566,4,3,3,10
Part 567,9,8,4,10
Part 568,5,3,3,10
Part 569,2,8,9,10
Part 570,10,7,7,10
Part 571,5,1,1,10
Part 572,7,6,4,10
Part 573,3,9,2,10
Part 574,7,1,3,10
Part 575,10,2,2,10
Part 576,9,3,4,10
Part 577,2,9,9,10
Part 578,3,10,1,10
Part 579,7,1,2,10
Part 580,4,2,5,10
Part 581,7,2,1,10
Part 582,10,5,5,10
Part 583,8,3,4,10
Part 584,7,9,1,10
Part 585,6,2,3,10
Part 586,1,9,8,10
Part 587,4,4,9,10
Part 588,9,4,4,10
Part 589,10,8,2,10
Part 590,1,7,4,10
Part 591,4,4,3,10
Part 592,8,4,1,10
Part 593,10,2,7,10
Part 594,7,5,8,10
Part 595,8,4,10,10
Part 596,7,9,1,10
Part 597,1,8,2,10
Part 598,7,4,5,10
Part 599,10,2,1,10
Part 600,3,6,3,10
Part 601,4,7,9,10
Part 602,6,4,7,10
Part 603,4,6,9,10
Part 604,3,2,3,10
Part 605,7,6,5,10
Part 606,10,10,1,10
Part 607,7,4,7,10
Part 608,7,4,5,10
Part 609,2,7,8,10
Part 610,10,4,8,10
Part 611,6,8,10,10
Part 612,6,2,1,10
Part 613,6,4,7,10
Part 614,3,6,5,10
Part 615,10,2,10,10
Part 616,8,3,3,10
Part 617,8,2,8,10
Part 618,7,7,4,10
Part 619,7,9,10,10
Part 620,5,7,7,10
Part 621,3,2,4,10
Part 622,8,10,2,10
Part 623,6,6,8,10
Part 624,6,4,5,10
Part 625,5,2,4,10
Part 626,2,8,1,10
Part 627,1,8,2,10
Part 628,2,6,2,10
Part 629,10,1,7,10
Part 630,3,7,9,10
Part 631,3,4,5,10
Part 632,7,10,8,10
Part 633,6,10,4,10
Part 634,1,3,8,10
Part 635,1,8,1,10
Part 636,8,5,5,10
Part 637,3,9,3,10
Part 638,10,2,2,10
Part 639,5,2,3,10
Part 640,3,10,7,10
Part 641,4,4,2,10
Part 642,4,4,6,10
Part 643,3,8,3,10
Part 644,10,4,2,10
Part 645,5,9,10,10
Part 646,8,8,7,10
Part 647,4,2,10,10
Part 648,7,5,5,10
Part 649,1,4,1,10
Part 650,2,10,3,10
Part 651,8,8,3,10
Part 652,1,1,3,10
Part 653,3,4,6,10
Part 654,2,7,9,10
Part 655,4,1,1,10
Part 656,10,4,3,10
Part 657,5,1,2,10
Part 658,5,8,10,10
Part 659,2,8,5,10
Part 660,9,6,10,10
Part 661,10,9,9,10
Part 662,2,9,2,10
Part 663,7,3,9,10
Part 664,6,6,5,10
Part 665,7,8,1,10
Part 666,8,5,4,10
Part 667,8,8,1,10
Part 668,9,5,8,10
Part 669,4,3,8,10
Part 670,1,2,6,10
Part 671,1,5,10,10
Part 672,3,9,5,10
Part 673,5,10,6,10
Part 674,10,9,10,10
Part 675,9,4,2,10
Part 676,9,5,7,10
Part 677,6,6,2,10
Part 678,3,1,10,10
Part 679,6,2,3,10
Part 680,1,1,9,10
Part 681,6,8,2,10
Part 682,6,5,6,10
Part 683,6,7,2,10
Part 684,10,9,6,10
Part 685,4,2,5,10
Part 686,4,5,9,10
Part 687,4,3,3,10
Part 688,2,9,7,10
Part 689,1,1,3,10
Part 690,9,10,3,10
Part 691,8,1,1,10
Part 692,1,2,10,10
Part 693,4,6,8,10
Part 694,9,7,5,10
Part 695,4,9,4,10
Part 696,6,3,5,10
Part 697,4,10,1,10
Part 698,6,3,6,10
Part 699,8,6,5,10
Part 700,2,8,8,10
Part 701,9,9,4,10
Part 702,5,9,7,10
Part 703,2,2,3,10
Part 704,8,3,8,10
Part 705,5,9,1,10
Part 706,7,7,10,10
Part 707,2,1,4,10
Part 708,5,2,10,10
Part 709,6,8,1,10
Part 710,5,3,3,10
Part 711,6,4,9,10
Part 712,9,10,6,10
Part 713,3,4,2,10
Part 714,2,7,9,10
Part 715,7,2,10,10
Part 716,6,1,10,10
Part 717,1,6,3,10
Part 718,4,6,7,10
Part 719,8,9,1,10
Part 720,6,2,9,10
Part 721,4,10,4,10
Part 722,10,5,9,10
Part 723,10,3,5,10
Part 724,4,6,2,10
Part 725,9,8,3,10
Part 726,5,10,7,10
Part 727,10,3,7,10
Part 728,3,2,1,10
Part 729,6,2,9,10
Part 730,6,6,6,10
Part 731,8,8,9,10
Part 732,4,9,8,10
Part 733,7,4,8,10
Part 734,9,5,9,10
Part 735,10,2,1,10
Part 736,5,6,2,10
Part 737,4,2,1,10
Part 738,3,3,8,10
Part 739,8,9,3,10
Part 740,5,5,9,10
Part 741,2,8,3,10
Part 742,1,2,8,10
Part 743,7,6,6,10
Part 744,4,1,10,10
Part 745,9,5,1,10
Part 746,9,9,5,10
Part 747,5,6,10,10
Part 748,8,6,8,10
Part 749,3,6,6,10
Part 750,2,6,1,10
Part 751,1,2,7,10
Part 752,4,8,4,10
Part 753,5,3,9,10
Part 754,1,5,3,10
Part 755,5,10,6,10
Part 756,4,5,2,10
Part 757,2,5,6,10
Part 758,5,10,10,10
Part 759,6,3,7,10
Part 760,1,8,7,10
Part 761,4,4,6,10
Part 762,4,1,3,10
Part 763,2,7,3,10
Part 764,5,10,7,10
Part 765,1,10,10,10
Part 766,3,5,10,10
Part 767,3,6,10,10
Part 768,2,2,2,10
Part 769,5,4,9,10
Part 770,9,9,8,10
Part 771,2,8,10,10
Part 772,6,1,6,10
Part 773,1,9,3,10
Part 774,10,5,6,10
Part 775,4,4,5,10
Part 776,10,4,1,10
Part 777,4,3,9,10
Part 778,3,4,1,10
Part 779,9,6,6,10
Part 780,6,5,8,10
Part 781,6,4,1,10
Part 782,10,4,7,10
Part 783,6,4,9,10
Part 784,5,6,10,10
Part 785,4,7,8,10
Part 786,4,6,8,10
Part 787,6,4,4,10
Part 788,3,10,10,10
Part 789,4,6,2,10
Part 790,5,5,8,10
Part 791,10,4,1,10
Part 792,5,7,6,10
Part 793,6,2,4,10
Part 794,6,3,2,10
Part 795,1,9,5,10
Part 796,9,1,4,10
Part 797,3,8,5,10
Part 798,5,7,6,10
Part 799,7,2,3,10
Part 800,3,7,10,10
Part 801,6,9,6,10
Part 802,8,1,7,10
Part 803,10,10,5,10
Part 804,1,8,7,10
Part 805,2,7,4,10
Part 806,1,10,10,10
Part 807,4,6,2,10
Part 808,4,8,9,10
Part 809,9,4,9,10
Part 810,3,3,2,10
Part 811,3,6,6,10
Part 812,9,6,6,10
Part 813,2,7,3,10
Part 814,3,5,4,10
Part 815,9,5,5,10
Part 816,10,4,4,10
Part 817,10,3,5,10
Part 818,6,3,5,10
Part 819,9,2,4,10
Part 820,8,10,7,10
Part 821,5,6,1,10
Part 822,8,1,5,10
Part 823,9,2,3,10
Part 824,3,8,10,10
Part 825,9,6,2,10
Part 826,8,8,2,10
Part 827,5,4,8,10
Part 828,4,3,1,10
Part 829,9,4,10,10
Part 830,2,7,7,10
Part 831,5,8,1,10
Part 832,2,3,10,10
Part 833,2,9,5,10
Part 834,1,10,1,10
Part 835,1,3,7,10
Part 836,4,6,9,10
Part 837,2,8,8,10
Part 838,6,9,5,10
Part 839,8,10,1,10
Part 840,2,10,1,10
Part 841,4,3,4,10
Part 842,3,4,1,10
Part 843,3,3,5,10
Part 844,10,5,4,10
Part 845,3,8,3,10
Part 846,8,2,3,10
Part 847,5,2,10,10
Part 848,2,4,3,10
Part 849,2,5,6,10
Part 850,1,10,6,10
Part 851,9,7,4,10
Part 852,6,8,5,10
Part 853,7,9,4,10
Part 854,2,1,6,10
Part 855,10,1,8,10
Part 856,6,7,5,10
Part 857,1,10,4,10
Part 858,6,1,7,10
Part 859,10,6,2,10
Part 860,1,6,10,10
Part 861,1,5,9,10
Part 862,2,1,4,10
Part 863,9,7,3,10
Part 864,7,7,1,10
Part 865,2,9,1,10
Part 866,4,6,10,10
Part 867,4,7,5,10
Part 868,3,10,8,10
Part 869,9,7,6,10
Part 870,7,4,4,10
Part 871,3,3,5,10
Part 872,6,4,10,10
Part 873,5,1,3,10
Part 874,7,6,4,10
Part 875,2,5,5,10
Part 876,5,10,2,10
Part 877,4,7,6,10
Part 878,4,7,4,10
Part 879,3,5,4,10
Part 880,4,10,1,10
Part 881,4,2,3,10
Part 882,5,7,4,10
Part 883,10,7,2,10
Part 884,9,1,10,10
Part 885,4,10,2,10
Part 886,8,9,6,10
Part 887,6,5,1,10
Part 888,9,3,9,10
Part 889,8,1,1,10
Part 890,1,8,8,10
Part 891,9,2,5,10
Part 892,5,2,4,10
Part 893,5,9,2,10
Part 894,3,3,10,10
Part 895,1,1,7,10
Part 896,8,10,7,10
Part 897,3,7,5,10
Part 898,6,10,2,10
Part 899,2,8,8,10
Part 900,7,4,10,10
Part 901,5,4,2,10
Part 902,4,4,4,10
Part 903,9,7,4,10
Part 904,2,6,3,10
Part 905,6,7,7,10
Part 906,1,4,1,10
Part 907,2,7,10,10
Part 908,10,7,10,10
Part 909,10,8,8,10
Part 910,3,5,5,10
Part 911,7,5,8,10
Part 912,9,5,7,10
Part 913,6,9,8,10
Part 914,4,10,10,10
Part 915,9,4,7,10
Part 916,7,3,8,10
Part 917,4,10,10,10
Part 918,1,4,7,10
Part 919,7,9,2,10
Part 920,1,5,3,10
Part 921,9,3,1,10
Part 922,10,5,10,10
Part 923,1,1,5,10
Part 924,6,5,5,10
Part 925,4,2,4,10
Part 926,4,7,8,10
Part 927,2,3,4,10
Part 928,7,5,8,10
Part 929,9,9,2,10
Part 930,2,2,7,10
Part 931,6,2,9,10
Part 932,10,8,9,10
Part 933,2,2,4,10
Part 934,3,10,10,10
Part 935,3,10,3,10
Part 936,7,5,7,10
Part 937,3,5,8,10
Part 938,7,3,2,10
Part 939,3,3,6,10
Part 940,5,4,5,10
Part 941,3,10,5,10
Part 942,6,4,3,10
Part 943,3,8,2,10
Part 944,2,10,6,10
Part 945,6,6,10,10
Part 946,10,3,4,10
Part 947,8,5,2,10
Part 948,6,9,7,10
Part 949,6,1,3,10
Part 950,3,10,5,10
Part 951,3,1,6,10
Part 952,1,10,5,10
Part 953,8,6,4,10
Part 954,6,2,2,10
Part 955,8,8,9,10
Part 956,6,1,6,10
Part 957,10,1,7,10
Part 958,1,8,9,10
Part 959,6,8,7,10
Part 960,8,7,9,10
Part 961,1,7,2,10
Part 962,6,1,6,10
Part 963,5,1,4,10
Part 964,7,6,5,10
Part 965,5,7,10,10
Part 966,3,10,10,10
Part 967,9,9,8,10
Part 968,3,10,3,10
Part 969,2,2,1,10
Part 970,6,3,3,10
Part 971,1,5,3,10
Part 972,1,10,1,10
Part 973,9,4,7,10
Part 974,2,4,2,10
Part 975,4,9,4,10
Part 976,7,5,3,10
Part 977,5,5,10,10
Part 978,5,4,3,10
Part 979,9,6,8,10
Part 980,7,4,8,10
Part 981,2,2,10,10
Part 982,5,3,6,10
Part 983,9,8,7,10
Part 984,4,8,8,10
Part 985,7,5,3,10
Part 986,8,4,3,10
Part 987,6,1,9,10
Part 988,2,7,3,10
Part 989,3,8,9,10
Part 990,10,2,4,10
Part 991,10,7,5,10
Part 992,2,2,1,10
Part 993,8,7,1,10
Part 994,8,2,8,10
Part 995,4,10,10,10
Part 996,6,3,1,10
Part 997,2,6,6,10
Part 998,6,5,3,10
Part 999,3,1,2,10
Part 1000,3,2,3,10
Part 1,1,7,1,11
Part 2,2,1,2,11
Part 3,10,2,1,11
Part 4,2,7,4,11
Part 5,5,5,2,11
Part 6,8,6,3,11
Part 7,10,10,9,11
Part 8,10,5,2,11
Part 9,9,8,6,11
Part 10,1,6,2,11
Part 11,1,6,5,11
Part 12,5,6,1,11
Part 13,5,5,9,11
Part 14,7,9,8,11
Part 15,4,10,9,11
Part 16,4,2,3,11
Part 17,1,1,10,11
Part 18,10,8,1,11
Part 19,8,6,6,11
Part 20,5,1,8,11
Part 21,7,10,10,11
Part 22,8,9,3,11
Part 23,1,8,8,11
Part 24,3,7,4,11
Part 25,9,10,4,11
Part 26,10,3,4,11
Part 27,3,8,5,11
Part 28,2,2,2,11
Part 29,3,8,6,11
Part 30,8,2,5,11
Part 31,10,8,5,11
Part 32,8,3,8,11
Part 33,10,9,9,11
Part 34,9,5,8,11
Part 35,5,8,3,11
Part 36,5,10,7,11
Part 37,7,3,3,11
Part 38,3,10,10,11
Part 39,5,3,2,11
Part 40,5,1,8,11
Part 41,10,10,4,11
Part 42,2,2,3,11
Part 43,8,8,9,11
Part 44,3,1,1,11
Part 45,7,2,5,11
Part 46,4,9,7,11
Part 47,6,4,4,11
Part 48,3,7,1,11
Part 49,6,5,4,11
Part 50,3,5,6,11
Part 51,8,6,2,11
Part 52,8,9,6,11
Part 53,7,7,10,11
Part 54,9,8,4,11
Part 55,4,10,10,11
Part 56,4,3,4,11
Part 57,3,10,8,11
Part 58,10,8,5,11
Part 59,2,1,10,11
Part 60,2,5,2,11
Part 61,9,9,5,11
Part 62,4,1,8,11
Part 63,10,4,3,11
Part 64,2,10,8,11
Part 65,2,4,6,11
Part 66,4,9,1,11
Part 67,2,1,1,11
Part 68,1,5,5,11
Part 69,5,10,5,11
Part 70,4,6,9,11
Part 71,9,6,2,11
Part 72,1,1,4,11
Part 73,3,1,10,11
Part 74,10,8,1,11
Part 75,4,2,4,11
Part 76,1,4,7,11
Part 77,8,4,3,11
Part 78,8,7,5,11
Part 79,6,2,3,11
Part 80,4,1,2,11
Part 81,5,7,4,11
Part 82,1,10,4,11
Part 83,6,9,3,11
Part 84,1,4,9,11
Part 85,10,6,8,11
Part 86,10,5,6,11
Part 87,1,1,9,11
Part 88,10,1,1,11
Part 89,7,8,10,11
Part 90,2,8,2,11
Part 91,7,7,5,11
Part 92,2,7,4,11
Part 93,7,10,3,11
Part 94,4,6,2,11
Part 95,10,3,9,11
Part 96,3,4,5,11
Part 97,4,9,5,11
Part 98,6,3,6,11
Part 99,1,2,5,11
Part 100,9,1,9,11
Part 101,3,6,1,11
Part 102,8,1,8,11
Part 103,5,3,8,11
Part 104,3,3,9,11
Part 105,5,7,5,11
Part 106,2,6,2,11
Part 107,4,6,9,11
Part 108,1,3,3,11
Part 109,8,3,8,11
Part 110,8,8,4,11
Part 111,10,6,9,11
Part 112,7,3,2,11
Part 113,6,8,3,11
Part 114,6,2,1,11
Part 115,10,8,7,11
Part 116,1,1,10,11
Part 117,3,2,6,11
Part 118,2,1,6,11
Part 119,3,8,9,11
Part 120,4,9,9,11
Part 121,8,9,6,11
Part 122,8,9,6,11
Part 123,4,9,10,11
Part 124,4,6,10,11
Part 125,7,2,1,11
Part 126,8,8,6,11
Part 127,7,8,6,11
Part 128,2,8,9,11
Part 129,7,8,1,11
Part 130,2,6,8,11
Part 131,1,7,5,11
Part 132,2,9,8,11
Part 133,5,10,2,11
Part 134,3,7,3,11
Part 135,7,8,8,11
Part 136,8,6,2,11
Part 137,7,7,10,11
Part 138,6,6,10,11
Part 139,3,3,7,11
Part 140,2,3,8,11
Part 141,1,8,10,11
Part 142,6,6,2,11
Part 143,10,5,6,11
Part 144,4,9,10,11
Part 145,1,2,3,11
Part 146,9,8,1,11
Part 147,3,5,7,11
Part 148,1,8,7,11
Part 149,1,9,2,11
Part 150,7,8,1,11
Part 151,8,4,4,11
Part 152,5,7,4,11
Part 153,5,6,1,11
Part 154,5,10,8,11
Part 155,9,6,9,11
Part 156,2,10,7,11
Part 157,3,9,8,11
Part 158,10,2,8,11
Part 159,9,4,4,11
Part 160,8,9,2,11
Part 161,10,9,7,11
Part 162,2,1,2,11
Part 163,1,6,6,11
Part 164,6,10,9,11
Part 165,6,3,10,11
Part 166,6,9,5,11
Part 167,3,1,5,11
Part 168,9,6,5,11
Part 169,5,9,6,11
Part 170,7,2,1,11
Part 171,5,3,3,11
Part 172,10,10,4,11
Part 173,7,9,3,11
Part 174,4,7,6,11
Part 175,4,7,10,11
Part 176,8,1,1,11
Part 177,10,9,10,11
Part 178,1,2,6,11
Part 179,6,8,7,11
Part 180,8,5,9,11
Part 181,6,6,2,11
Part 182,9,1,1,11
Part 183,2,1,9,11
Part 184,7,3,2,11
Part 185,8,3,2,11
Part 186,10,5,9,11
Part 187,6,5,6,11
Part 188,2,9,6,11
Part 189,5,9,3,11
Part 190,5,9,6,11
Part 191,5,4,6,11
Part 192,7,4,5,11
Part 193,7,1,5,11
Part 194,5,4,1,11
Part 195,7,7,9,11
Part 196,7,3,10,11
Part 197,9,10,6,11
Part 198,1,5,3,11
Part 199,8,2,5,11
Part 200,9,7,9,11
Part 201,2,5,9,11
Part 202,8,8,5,11
Part 203,9,5,8,11
Part 204,7,4,10,11
Part 205,9,8,5,11
Part 206,4,5,9,11
Part 207,2,10,8,11
Part 208,1,1,3,11
Part 209,6,1,4,11
Part 210,10,8,6,11
Part 211,9,6,8,11
Part 212,2,8,9,11
Part 213,9,7,7,11
Part 214,4,7,8,11
Part 215,8,6,8,11
Part 216,1,7,9,11
Part 217,4,5,5,11
Part 218,6,4,2,11
Part 219,3,10,8,11
Part 220,1,9,1,11
Part 221,1,6,1,11
Part 222,2,6,4,11
Part 223,4,10,8,11
Part 224,4,5,2,11
Part 225,10,5,1,11
Part 226,1,9,8,11
Part 227,8,10,9,11
Part 228,3,6,9,11
Part 229,1,4,4,11
Part 230,9,2,4,11
Part 231,2,5,5,11
Part 232,1,1,3,11
Part 233,7,2,10,11
Part 234,10,9,8,11
Part 235,6,1,4,11
Part 236,9,7,9,11
Part 237,4,5,8,11
Part 238,5,6,1,11
Part 239,8,5,3,11
Part 240,1,5,6,11
Part 241,3,3,2,11
Part 242,6,2,4,11
Part 243,6,9,2,11
Part 244,1,3,7,11
Part 245,8,8,9,11
Part 246,4,10,9,11
Part 247,9,2,10,11
Part 248,9,4,8,11
Part 249,10,6,7,11
Part 250,3,8,7,11
Part 251,1,2,2,11
Part 252,3,10,1,11
Part 253,5,8,5,11
Part 254,3,3,1,11
Part 255,3,1,1,11
Part 256,9,1,4,11
Part 257,4,8,5,11
Part 258,10,10,4,11
Part 259,10,2,1,11
Part 260,3,5,2,11
Part 261,9,2,6,11
Part 262,4,2,4,11
Part 263,7,9,10,11
Part 264,8,3,6,11
Part 265,8,4,10,11
Part 266,2,3,7,11
Part 267,1,2,1,11
Part 268,2,4,6,11
Part 269,10,5,1,11
Part 270,5,1,9,11
Part 271,2,5,7,11
Part 272,5,9,5,11
Part 273,9,10,8,11
Part 274,6,9,1,11
Part 275,7,6,6,11
Part 276,7,5,5,11
Part 277,9,9,1,11
Part 278,7,9,8,11
Part 279,3,6,4,11
Part 280,3,2,4,11
Part 281,4,6,9,11
Part 282,5,2,4,11
Part 283,10,1,10,11
Part 284,9,2,9,11
Part 285,10,8,8,11
Part 286,2,7,10,11
Part 287,2,6,6,11
Part 288,8,9,8,11
Part 289,7,8,8,11
Part 290,9,7,2,11
Part 291,4,2,7,11
Part 292,8,6,3,11
Part 293,6,7,4,11
Part 294,6,3,4,11
Part 295,7,5,8,11
Part 296,2,6,1,11
Part 297,1,10,5,11
Part 298,10,1,3,11
Part 299,6,8,6,11
Part 300,3,3,5,11
Part 301,6,3,8,11
Part 302,2,5,9,11
Part 303,5,4,9,11
Part 304,3,7,2,11
Part 305,5,1,3,11
Part 306,6,1,5,11
Part 307,2,9,1,11
Part 308,6,6,9,11
Part 309,9,9,8,11
Part 310,9,4,3,11
Part 311,5,7,5,11
Part 312,7,5,4,11
Part 313,1,2,8,11
Part 314,9,5,2,11
Part 315,3,7,5,11
Part 316,7,3,1,11
Part 317,9,9,1,11
Part 318,1,6,10,11
Part 319,10,3,5,11
Part 320,6,10,6,11
Part 321,8,8,3,11
Part 322,6,2,10,11
Part 323,1,1,1,11
Part 324,4,6,9,11
Part 325,3,2,6,11
Part 326,7,4,9,11
Part 327,1,9,2,11
Part 328,7,7,6,11
Part 329,10,10,8,11
Part 330,9,9,3,11
Part 331,7,6,6,11
Part 332,8,1,6,11
Part 333,5,1,7,11
Part 334,4,3,1,11
Part 335,10,10,9,11
Part 336,9,8,10,11
Part 337,10,2,7,11
Part 338,4,10,9,11
Part 339,10,5,4,11
Part 340,3,2,1,11
Part 341,4,3,7,11
Part 342,1,9,8,11
Part 343,7,9,8,11
Part 344,8,8,8,11
Part 345,4,2,1,11
Part 346,7,6,9,11
Part 347,8,5,10,11
Part 348,3,6,2,11
Part 349,5,8,6,11
Part 350,2,2,10,11
Part 351,6,5,8,11
Part 352,4,2,7,11
Part 353,2,6,3,11
Part 354,8,3,2,11
Part 355,8,5,2,11
Part 356,10,5,3,11
Part 357,8,1,5,11
Part 358,5,7,10,11
Part 359,5,2,2,11
Part 360,3,9,1,11
Part 361,10,1,5,11
Part 362,6,7,6,11
Part 363,3,6,7,11
Part 364,4,10,2,11
Part 365,8,7,8,11
Part 366,10,9,3,11
Part 367,9,8,1,11
Part 368,6,2,3,11
Part 369,9,5,7,11
Part 370,6,7,6,11
Part 371,3,7,8,11
Part 372,8,3,2,11
Part 373,3,1,3,11
Part 374,10,6,4,11
Part 375,8,8,1,11
Part 376,9,2,2,11
Part 377,8,8,10,11
Part 378,1,7,5,11
Part 379,10,10,10,11
Part 380,2,6,9,11
Part 381,2,7,1,11
Part 382,2,4,3,11
Part 383,4,1,2,11
Part 384,2,5,1,11
Part 385,6,6,6,11
Part 386,10,9,2,11
Part 387,9,2,6,11
Part 388,1,6,10,11
Part 389,7,4,7,11
Part 390,2,6,5,11
Part 391,4,6,1,11
Part 392,10,6,2,11
Part 393,2,10,1,11
Part 394,8,4,5,11
Part 395,6,1,10,11
Part 396,10,2,7,11
Part 397,10,8,2,11
Part 398,7,5,1,11
Part 399,2,3,1,11
Part 400,1,10,4,11
Part 401,10,5,2,11
Part 402,9,4,6,11
Part 403,3,9,3,11
Part 404,5,6,5,11
Part 405,4,9,4,11
Part 406,7,1,4,11
Part 407,3,7,2,11
Part 408,9,8,8,11
Part 409,7,7,4,11
Part 410,7,2,2,11
Part 411,10,6,3,11
Part 412,7,10,2,11
Part 413,1,3,5,11
Part 414,3,3,6,11
Part 415,7,9,3,11
Part 416,9,2,7,11
Part 417,5,10,9,11
Part 418,4,1,2,11
Part 419,6,4,4,11
Part 420,4,10,10,11
Part 421,3,9,10,11
Part 422,6,7,8,11
Part 423,2,4,2,11
Part 424,3,1,10,11
Part 425,8,7,6,11
Part 426,10,9,1,11
Part 427,10,1,6,11
Part 428,8,7,6,11
Part 429,2,10,8,11
Part 430,3,7,3,11
Part 431,3,1,5,11
Part 432,6,8,1,11
Part 433,3,8,2,11
Part 434,7,5,3,11
Part 435,5,10,3,11
Part 436,10,7,6,11
Part 437,3,3,2,11
Part 438,8,4,8,11
Part 439,9,5,8,11
Part 440,1,3,10,11
Part 441,4,6,7,11
Part 442,5,8,9,11
Part 443,1,1,8,11
Part 444,3,7,9,11
Part 445,3,6,1,11
Part 446,3,3,6,11
Part 447,3,3,9,11
Part 448,2,3,8,11
Part 449,7,9,6,11
Part 450,5,10,9,11
Part 451,8,9,7,11
Part 452,3,3,7,11
Part 453,8,1,3,11
Part 454,1,9,1,11
Part 455,10,10,9,11
Part 456,1,8,6,11
Part 457,3,7,9,11
Part 458,3,1,10,11
Part 459,1,6,1,11
Part 460,3,4,5,11
Part 461,7,2,6,11
Part 462,7,9,2,11
Part 463,3,6,2,11
Part 464,6,1,2,11
Part 465,3,2,1,11
